region,year,total energy production,total energy production from coal,total energy production from natural gas,total energy production from petroleum and other liquids,"total energy production from nuclear, renewables and other",total energy production from nuclear,total energy production from renewables and other,CO2 emissions,coal and coke CO2 emissions,consumed natural gas CO2 emissions,petroleum and other liquids CO2 emissions,population,gdp,energy_per_gdp,energy_per_capita,fossil_energy,renewables_energy,nuclear_energy,ln_co2,ln_gdp,ln_population,ln_total_energy,ln_fossil_energy,ln_renewables_energy,ln_nuclear_energy,fossil_share,renewables_share,nuclear_share,co2_per_capita,co2_per_energy
Algeria,2003,6.791966347470439,0.0,3.2118604035,3.5792119628625585,0.0008939811078795,0.0,0.0008939811078795,72.47891745,1.147744565526467,43.331172884,28.0,32175818.0,73482264190.9245,9.243000909475633e-11,2.110891585559826e-07,6.791072366362558,0.0008939811078795,0.0,4.283295725778812,25.020309910521984,17.286725734588718,1.9157404942662706,1.9156088622908334,-7.019825915139886,,0.999868376687671,0.00013162331232875575,0.0,2.2525897383556807e-06,10.671271579105163
Algeria,2004,6.922112310424839,0.0,3.18997040075,3.731295698549823,0.0008462111250157,0.0,0.0008462111250157,71.878509389,1.1657894477239945,40.712719941,30.0,32628286.0,91913680985.1708,7.531101176920159e-11,2.121506569614119e-07,6.921266099299823,0.0008462111250157,0.0,4.274977324207289,25.24411572340207,17.300690138841695,1.9347209702223582,1.934598715220577,-7.074741672736012,,0.9998777524710569,0.00012224752894304954,0.0,2.20295081969675e-06,10.383898175236125
Algeria,2005,7.41908000950411,0.0,3.551553446175,3.865653297572522,0.0018732657565872,0.0,0.0018732657565872,82.857278684,1.2514522634862215,50.605826421,31.0,33109249.0,107046618669.707,6.930700008746401e-11,2.2407877658306626e-07,7.417206743747522,0.0018732657565872,0.0,4.417119593773463,25.396530265025575,17.315323227296997,2.004055061554698,2.0038025366746255,-6.28007197739145,,0.9997475070016515,0.0002524929983485121,0.0,2.50254177266298e-06,11.168133862669876
Algeria,2006,7.316711094484949,0.0,3.470560436,3.845413635892194,0.0007370225927556,0.0,0.0007370225927556,86.028784805,0.970401479617834,54.058383325,31.0,33623506.0,123084258693.01,5.94447346247085e-11,2.1760702451686475e-07,7.315974071892194,0.0007370225927556,0.0,4.454681947286487,25.53613498781733,17.330735963672414,1.9901609229738084,1.9900601864944816,-7.212892011216842,,0.999899268594422,0.00010073140557799784,0.0,2.5585905528412176e-06,11.757849079191487
Algeria,2007,7.074303090570039,0.0,3.18139676631,3.892142004534218,0.0007643197258206,0.0,0.0007643197258206,87.289444714,1.1245624194500456,52.645867478,33.5190148167424,34189416.0,142482739809.849,4.965024605795118e-11,2.0691500230861034e-07,7.073538770844218,0.0007643197258206,0.0,4.469229547333967,25.682486705177585,17.34742668045176,1.9564689355779112,1.956360888041891,-7.176524367045996,,0.9998919583009046,0.00010804169909533971,0.0,2.553113066160592e-06,12.338946126065164
Algeria,2008,7.176599286538058,0.0,3.24432936765,3.9313145192307823,0.0009553996572758,0.0,0.0009553996572758,56.222555406,1.1530319361988526,55.06952347,0.0,34816961.0,180383848331.135,3.978515456308372e-11,2.0612365583940705e-07,7.175643886880782,0.0009553996572758,0.0,4.029318018127362,25.918352908034148,17.365615211068654,1.9708256338862968,1.9706924979510785,-6.953380815731734,,0.9998668729269771,0.00013312707302300534,0.0,1.6148036414206283e-06,7.8341500146821454
Algeria,2009,6.94284541327461,0.0,3.12573283953,3.816078694829773,0.0010338789148377,0.0,0.0010338789148377,99.380185852,1.1596179417871089,57.22056791,41.0,35490445.0,150317292079.359,4.618793564754467e-11,1.9562576387178605e-07,6.941811534359773,0.0010338789148377,0.0,4.598952756287137,25.736014177515752,17.384774063287377,1.937711692403664,1.9375627684625614,-6.874437613391654,,0.9998510871475172,0.00014891285248277888,0.0,2.8001955414196694e-06,14.314042721156754
Algeria,2010,6.926746101147456,0.0,3.1732582833,3.752900588272395,0.0005872295750613,0.0,0.0005872295750613,101.352896736,1.0998774436506722,57.347919292,42.9051,36188236.0,177785053939.531,3.8961352192763125e-11,1.9140877994571097e-07,6.926158871572396,0.0005872295750613,0.0,4.618608453999186,25.90384109541038,17.404244651605342,1.9353901648603324,1.9353053841480459,-7.440094715683498,,0.9999152228814965,8.477711850359607e-05,0.0,2.8007139318976478e-06,14.632107956030076
Algeria,2011,6.825358598388223,0.0,3.10413743451,3.719524988272395,0.0016961756058278,0.0,0.0016961756058278,112.488751213,1.4079356144051138,65.426772599,45.654043,36903376.0,218331946925.304,3.126138292864362e-11,1.8495214633989646e-07,6.8236624227823945,0.0016961756058278,0.0,4.722853227427442,26.109282433932954,17.423813595340658,1.920644881579131,1.9203963398541342,-6.379379205800391,,0.999751489158939,0.00024851084106091424,0.0,3.048196761537481e-06,16.481002366610262
Algeria,2012,6.995648902757569,0.0,3.24241663662,3.751130386891562,0.0021018792460068,0.0,0.0021018792460068,122.016837732,1.3887992445235853,71.324733487,49.303305,37646166.0,227143746075.934,3.07983337583018e-11,1.8582633096707829e-07,6.993547023511562,0.0021018792460068,0.0,4.804159049406895,26.148848896639564,17.443741674355557,1.9452883704707198,1.9449878701027357,-6.164923455367445,,0.999699544777729,0.0003004552222708424,0.0,3.2411491181333046e-06,17.441818397132963
Algeria,2013,6.508413554001207,0.0,2.98716080544,3.520136978247174,0.0011157703140328,0.0,0.0011157703140328,118.720563943,0.9822674996421996,65.562083443,52.176213,38414171.0,229701430292.157,2.833423172734781e-11,1.6942741141026333e-07,6.507297783687173,0.0011157703140328,0.0,4.776772529601521,26.160046173405522,17.463936985939082,1.8730957328205313,1.8729242830568082,-6.7982102480037385,,0.9998285649329478,0.0001714350670520703,0.0,3.0905408304398917e-06,18.24109100596621
Algeria,2014,6.560219309839396,0.0,3.12393982635,3.4354230359394813,0.0008564475499151,0.0,0.0008564475499151,131.695938497,0.8337871136914249,77.813684383,53.048467,39205031.0,238942664192.59,2.745520282870789e-11,1.6733105783896448e-07,6.559362862289481,0.0008564475499151,0.0,4.880495769222828,26.199489461321832,17.484315638362318,1.8810240337751383,1.8808934735880996,-7.062717479769191,,0.9998694483355716,0.00013055166442843617,0.0,3.3591591471257858e-06,20.074929248093095
Algeria,2015,6.694887106865371,0.0,3.1143761712,3.57975685236445,0.0007540833009212,0.0,0.0007540833009212,138.664126646,0.5553737443596439,78.840454902,59.268298,40019529.0,187493855609.345,3.570723469901105e-11,1.672905022661654e-07,6.69413302356445,0.0007540833009212,0.0,4.932054653968656,25.957011911736434,17.504878117935164,1.9013441166955691,1.9012314746509127,-7.190007717383306,,0.9998873642992205,0.00011263570077946707,0.0,3.464911509728163e-06,20.711943970467377
Algeria,2016,6.908778514489908,0.0,3.517358922693,3.3902874432030368,0.0011321485938718,0.0,0.0011321485938718,137.171360581,0.377619957632559,79.132962623,57.660778,40850721.0,180763839522.151,3.82199146286849e-11,1.6912256002751845e-07,6.907646365896037,0.0011321485938718,0.0,4.9212309513811245,25.92045726225832,17.525435029053327,1.9327928514576918,1.9326289670076684,-6.78363804114466,,0.9998361289782995,0.00016387102170048205,0.0,3.3578687774201095e-06,19.854647285812966
