region,year,total energy production,total energy production from coal,total energy production from natural gas,total energy production from petroleum and other liquids,"total energy production from nuclear, renewables and other",total energy production from nuclear,total energy production from renewables and other,CO2 emissions,coal and coke CO2 emissions,consumed natural gas CO2 emissions,petroleum and other liquids CO2 emissions,population,gdp,energy_per_gdp,energy_per_capita
Australia,2016,15.896769938112133,11.819826819487108,3.2363094422902,0.6782327669289921,0.1624009094058307,0.0,0.1624009094058307,393.892746571,163.96059376683723,82.848989004,147.0831638,24190907.0,1206836962281.84,4.894155701286024,233.96941588672715
Australia,2017,16.658291712788333,11.809274948265156,4.062069870970319,0.6167711888535155,0.1701757046993427,0.0,0.1701757046993427,396.044355233,162.8534700447685,77.9986491,155.192236088,24592588.0,1325582658156.54,4.78308301094883,230.3333950163961
Australia,2018,17.160544554348057,11.590347770947275,4.709103297536876,0.6692246608684272,0.1918688249954771,0.0,0.1918688249954771,402.443251827,165.69936267934173,78.934402028,157.80948712,24963258.0,1427809041019.44,4.756236071527769,231.92621740114825
Australia,2019,18.66558395561045,12.160396164848692,5.405369576576913,0.8783127844265455,0.2215054297582979,0.0,0.2215054297582979,408.666263302,160.96787967099272,92.438553631,155.25983,25334826.0,1392723834562.64,4.827177153430507,236.46016093446357
Australia,2020,18.40391399640701,11.888074023568503,5.391858731733612,0.8775323151676216,0.2464489259372729,0.0,0.2464489259372729,376.429073104,151.62776089949392,91.171652205,133.62966,25649248.0,1328414058378.38,4.587413546622903,218.0431913476915
Australia,2021,17.67769966410824,11.062457492401183,5.479908661487641,0.8412098983775597,0.2941236118418558,0.0,0.2941236118418558,383.80871186,157.96145333244158,88.980368528,136.86689,25685412.0,1556735770437.26,4.441987162907298,221.8759667091134
Australia,2022,17.81778887650049,10.973932748892391,5.727993748943962,0.7928365497119458,0.3230258289521893,0.0,0.3230258289521893,400.066771754,157.48569637533575,97.077135379,145.50394,26014399.0,1690858246994.43,4.478766172699673,229.58778098579137
Australia,2023,17.18597901381998,10.477350933950216,5.635767904143535,0.7292850700419029,0.3435751056843279,0.0,0.3435751056843279,394.653280093,146.81000298846195,93.496947105,154.34633,26652777.0,1728057316695.61,4.361008276037674,222.8357301952208
Bangladesh,1992,0.2031202312069048,0.0,0.1940714636,0.00636,0.0026887676069048,0.0,0.0026887676069048,16.433321887,0.3365369325734849,10.296784954,5.8,115952192.0,31708874594.1645,1946744792.2804787,2.4184357154767686
Bangladesh,1993,0.2217932622139627,0.0,0.21339653,0.0063426229508197,0.002054109263143,0.0,0.002054109263143,17.827564971,0.4054564111016893,11.32210856,6.1,118132360.0,33166519417.9894,2118527901.890368,2.5832692854491404
Bangladesh,1994,0.241462169781014,0.0,0.23225676,0.0063426229508197,0.0028627868301943,0.0,0.0028627868301943,19.798063865,0.4752943692999421,12.322769496,7.0,120343179.0,33768660882.793,2337024231.3647738,2.7973459502308784
Bangladesh,1995,0.263207886497229,0.0,0.25480433,0.0063426229508197,0.0020609335464092,0.0,0.0020609335464092,21.936817658,0.5177492564225528,13.519068402,7.9,122600370.0,37939748768.6567,2571419933.7280684,3.021242869808911
Bangladesh,1996,0.2702324782754497,0.0,0.2613747906,0.00636,0.0024976876754496,0.0,0.0024976876754496,22.708188019,0.6121084803673036,13.996079539,8.1,124862179.0,46438484107.5795,1.5249328803281996,3.0749120304720607
Bangladesh,1997,0.2715012712367127,0.0,0.26379492755,0.0052768306010929,0.0024295130856197,0.0,0.0024295130856197,23.389948115,0.893868576461486,13.996079539,8.5,127198069.0,48244309133.4895,1.4932410779079948,3.1011241649836623
Bangladesh,1998,0.2906511361455856,0.0,0.283501757,0.0042284153005464,0.0029209638450391,0.0,0.0029209638450391,25.187677976,1.346019754911079,15.041658221,8.8,129622332.0,49984559471.3656,1.5212312577948788,3.252601592991545
Bangladesh,1999,0.3232982628032972,0.0,0.31288913425,0.0075937704918033,0.0028153580614938,0.0,0.0028153580614938,28.447993477,1.8471389772746103,16.6008545,10.0,132108065.0,51270569883.5275,1.632517934631103,3.595151288785625
Bangladesh,2000,0.3470407172810575,0.0,0.3353618345,0.00848,0.0031988827810574,0.0,0.0031988827810574,29.864597914,2.0714168480307467,17.793181066,10.0,134544304.0,53369787318.6245,1.6455997323656657,3.747049290440693
Bangladesh,2001,0.3679202434680909,0.0,0.3561058655,0.0084568306010929,0.0033575473669978,0.0,0.0033575473669978,32.905114673,2.011324469142989,18.893790204,12.0,136805810.0,53991289844.3291,1.7271046193044208,4.036660676917746
